,Predictions
1440,21348.37713386194
1441,25605.65005556229
1442,119486.51868401637
1443,65131.55424541081
1444,80307.07392944748
1445,9808.611348812206
1446,48076.08244404005
1447,35137.25968647018
1448,65046.94323231417
1450,98749.82725332215
1451,71768.53395381523
1452,5348.545330434848
1453,94954.32134187303
1454,74221.4105840266
1455,39454.73542868212
1456,74258.5462108035
1457,46674.767418132134
1458,29029.52245686442
1459,169245.15827206665
1460,59448.095364433975
1461,54197.26762426749
1462,39685.82590944762
1463,58754.85929032558
1464,125425.89441419087
1465,68908.60951117711
1466,11397.624158443155
1467,38715.06187911186
1468,90767.14795107834
1469,56417.953258574125
1470,95068.94776018371
1471,69121.19610378865
1472,53768.08997082838
1473,63987.065894320316
1474,4366.521082259889
1475,47815.047644782666
1476,76133.30451005578
1478,30588.05918462007
1479,68012.35096646426
1480,63823.58283329857
1481,11575.347420326987
1482,40101.803346121626
1483,22960.49242864907
1484,36322.850628316985
1485,31264.113530786504
1487,73559.27244695259
1488,18617.725496204454
1489,40579.341021434695
1490,27351.47459829424
1491,4790.360035813763
1492,68533.03594586015
1493,7670.744556615828
1494,96978.38723966584
1495,27391.0160956076
1496,3844.3739986006403
1497,87513.51219607619
1498,6141.485503902062
1499,15033.114050060933
1500,31013.079857699922
1501,40686.74261554549
1502,29813.98929686364
1503,59756.84236435895
1504,57442.647261977574
1505,57784.88627302472
1506,15166.60634805524
1507,37555.17637448516
1508,25824.73163475885
1509,82520.77602331512
1510,63272.64125722766
1511,111602.14732038614
1512,36661.52400048709
1513,26560.41873808889
1515,33818.74511964389
1516,34686.82923602167
1517,70573.8923343184
1519,64444.7254595643
1520,23170.790209618746
1522,21556.187901916826
1523,94134.36331596875
1524,49301.79652664601
1525,1125.7761799996224
1526,76471.40267807976
1527,76747.66046066352
1528,27662.769278459717
1529,58923.86580605197
1530,22620.505417992914
1531,38754.28361393249
1532,67047.46308178731
1533,46462.68832165963
1534,39184.56253816292
1535,20435.60735760996
1536,44958.6579306637
1537,54275.77779889078
1538,71082.91962687988
1539,9071.14758685435
1540,35480.69616644856
1541,20221.26736160717
1542,47854.39071037716
1543,24812.6703362352
1544,11758.390160173221
1546,15951.207400281477
1547,29234.13056246011
1548,22495.34765031835
1549,13057.659129809574
1550,15728.197868209172
1551,135025.79775114005
1552,74117.68885436194
1553,48655.04013806087
1554,71914.88719046372
1555,72159.18525622325
1556,34475.764308302256
1557,27097.33670090523
1558,34213.582752295624
1559,60281.288262490445
1560,12174.39305835194
1561,27880.215872309636
1564,41754.316183634015
1565,24955.870550804044
1566,102014.36687279076
1567,17628.271247115976
1568,41219.6965136074
1569,21834.303157533373
1570,58879.89028556898
1571,7123.784592439071
1572,13236.174410226158
1573,22856.01563011197
1574,68048.50816245243
1575,61607.29883065549
1576,38191.49949954718
1577,39731.5568678423
1578,33108.5543795125
1579,25466.401712469815
1580,60418.48645730465
1581,74791.86253862921
1582,66498.2701539997
1583,39438.63598947183
1584,8541.205966991722
1585,18060.707544968376
1586,2895.543932707791
1587,19357.770510078495
1588,40270.49520973029
1590,80994.46478358854
1591,2343.064412915526
1592,28428.585247380164
1593,111123.09171537109
1594,18243.675288939266
1595,101922.03129339984
1596,52983.254616396094
1597,12285.728376927407
1598,119183.14263607582
1599,66796.04873950352
1600,8241.089655302945
1601,36041.32879186014
1602,62153.54137789516
1603,83984.93266197524
1604,6494.875537870612
1605,30925.335793048842
1606,38809.68995044421
1607,39994.69983983142
1608,3664.7713314556167
1609,32372.840740983054
1610,47396.48248053269
1611,48798.39474532803
1612,50885.37313961651
1613,48712.31973687076
1614,12335.065998854858
1616,19305.823124357295
1617,26042.40441824356
1618,80730.96011457621
1619,9364.451847084405
1620,18497.594308359607
1621,24319.853840399825
1622,50229.42621082379
1623,36646.04017088277
1624,68424.95331284753
1625,73734.54399421852
1626,114956.02589497747
1627,8876.769698791119
1628,23979.17097941495
1629,27051.957252802327
1630,26203.894298657688
1631,80976.51384092707
1632,71156.602127391
1633,135522.5541012913
1634,70269.6464534894
1635,58993.28900529913
1636,49282.50232242202
1637,75779.36388356608
1638,28526.854928105866
1639,87921.57562034906
1640,82380.67657479344
1641,63300.21222895812
1642,42326.16947378879
1643,17392.704450335033
1644,24507.78076386961
1645,33176.611378187285
1646,19389.66065235852
1647,19995.916978477966
1648,127288.76799265418
1649,30138.63158701727
1650,43849.97182955162
1651,21410.201831532206
1652,14705.664025843973
1653,143769.9436814164
1654,131641.36070893382
1655,44247.39735442345
1656,1689.3879288722528
1657,33922.34443749543
1658,16960.519461490592
1659,17881.962079542573
1660,78839.94848667644
1661,176190.4090896145
1662,5448.096417678389
1663,105652.02005994204
1664,56570.38022684006
1665,7903.811500967131
1667,116782.99451940131
1668,35416.52909850897
1670,37997.537952911196
1671,59429.06024493123
1672,18924.508636867162
1673,119526.08773609062
1674,160333.26973964812
1676,62565.42539100282
1677,73329.98671631693
1678,11926.276898368713
1679,20697.130146967334
1680,128483.534554479
1681,75867.34372550523
1682,52920.18478358723
1683,35020.50016119145
1684,29091.16386174463
1685,17257.33266568568
1686,84765.75198795996
1687,99230.34881908586
1688,8035.846766482078
1689,36278.717586034705
1690,15980.393166534544
1691,64227.47934080497
1692,41248.89794053891
1693,30837.46448873522
1695,26682.571278922114
1696,81278.76878387912
1697,38508.285758521146
1698,77037.79465361268
1699,75164.34151931023
1700,29772.738098352973
1701,24807.850969400082
1702,5764.538985104402
1703,1996.3586752565607
1704,26717.805439015676
1705,26635.866641364555
1706,28133.133725723368
1707,40964.77303612701
1708,30517.498166354548
1709,3125.614565992393
1710,1826.4346380203788
1711,52252.30085076275
1712,38472.07488848915
1713,32907.950248937326
1714,16378.353439480765
1715,14677.953922024884
1716,18922.80645169801
1717,38548.50081454142
1718,21818.715741592343
1719,46993.95526595239
1720,29977.23911856665
1721,45286.37058542197
1722,63542.65450389951
1723,24058.278636158415
1724,46425.7092143904
1725,15639.689500576962
1726,39422.857593402645
1727,42926.661939050275
1728,50659.51565178807
1729,29282.205449643603
1730,86214.07794703796
1731,15525.838278348834
1732,22280.50926663354
1733,38426.74785544665
1734,68057.02963431925
1735,21111.999029320228
1736,73407.20510896546
1737,49784.313430573355
1738,24447.104225958
1739,19310.761299411883
1740,39827.627971302456
1741,22940.391391321085
1742,52407.48868999333
1743,31399.72780770104
1744,40957.598400369345
1745,32661.730751808325
1746,143822.04787631606
1747,7310.971722859016
1748,33679.50199610935
1749,20869.62290340633
1750,45692.47852030635
1751,19136.488763132307
1752,109359.46448385491
1753,34098.67400409331
1754,128870.76953256273
1755,6575.5450852098875
1756,64756.0403048679
1757,85582.90565082827
1758,81490.77450250604
1759,120401.99216151398
1760,14811.594311731445
1761,55893.31500620284
1763,18662.727467456105
1764,64017.51340966887
1766,37054.416446408344
1767,54178.175664347626
1768,31068.22045298718
1769,34766.72017707329
1770,75440.71626514825
1771,42751.97707714961
1772,70815.07237684962
1773,51195.35590976401
1775,48331.615031626134
1776,41490.878607135295
1777,62709.65434480581
1778,27116.497816792777
1779,43195.41082693255
1780,80827.38390281287
1781,115728.51049489918
1782,123148.12778106309
1783,53239.23236290968
1784,19624.18519920204
1785,25420.47075866905
1786,106308.98793321173
1787,42548.29534750743
1788,58684.4287654738
1789,2805.126519834157
1790,25344.26204782806
1791,7691.9953639421
1792,85604.37440569562
1793,69330.6271047956
1794,66908.08888835186
1795,131666.87546975544
1796,80307.58978687829
1797,15361.619425456724
1798,14398.138184359632
1799,9598.157870436466
1800,32843.3355021959
1801,81442.19702399531
1802,33593.91682981292
1804,83480.66782929379
1805,46501.75476363112
1806,9676.561481008946
1807,54099.35929781324
1808,39065.14992221369
1809,18908.87979475892
1810,80910.35621977184
1811,47067.795265291235
1812,11898.793317200572
1813,110762.39671914032
1814,64089.11150381164
1815,84588.433403898
1816,39618.040417588054
1817,61212.32100111866
1818,87463.5356016008
1819,33076.647883998
1820,111420.2179194614
1821,57275.36606286271
1822,54605.26339322183
1823,45256.15856424681
1824,44660.91850127489
1825,19877.359770267794
1826,42439.48263992625
1827,2977.9323598934716
1828,34650.37850192693
1829,81081.27710758793
1830,106433.26051411632
1831,30824.888608098
1832,41642.951186862425
1833,54043.72130656216
1834,18428.314896982774
1835,2510.254310665201
1837,47213.981771239516
1838,25623.753781909996
1839,17677.405663698708
1840,34815.061566831544
1841,47662.5969069055
1842,27909.33225421069
1843,25383.46693599748
1844,30991.415880860906
1845,32578.44659413895
1846,75162.0957920434
1847,66511.59990755218
1848,33566.9543940931
1849,34471.29014714624
1850,45195.93988359129
1851,60200.476107981696
1852,15293.009071671913
1853,37461.635282934236
1854,50387.76246734976
1855,37404.996501018526
1856,25471.454083943187
1857,148347.25246558603
1858,50700.7828324555
1860,24677.450377830537
1861,75084.02320818216
1862,50487.34939188219
1864,61192.49079090016
1865,60186.307660702965
1866,10625.389518017619
1867,63467.776469796256
1868,80426.23050354031
1870,50256.99604903022
1871,149298.1646209247
1872,58243.19089114317
1873,48200.97923592129
1874,63474.51270579448
1875,76469.26062217483
1876,55650.53621345371
1877,58951.87323402343
1878,27780.94542721918
1879,25315.129121563048
1880,10645.844252494862
1881,39458.96005725188
1882,57725.213111200836
1883,26507.012479074125
1884,23128.0729544005
1885,8711.893990040888
1886,70076.943109032
1887,17016.405073143105
1889,66536.07900714339
1890,45108.77201366759
1891,3794.0295231820637
1892,36957.106572858145
1893,5187.734598989904
1894,12501.032725134355
1895,32734.311869726138
1896,134998.29098394726
1897,27436.427084353636
1898,53352.734467836126
1899,45240.20563498855
1900,26892.608309891802
1901,80557.18051013185
1902,21978.024587299995
1903,43148.976306649856
1904,23917.2409693379
1905,276.46268015129317
1906,60472.26499030297
1907,15544.872393309051
1908,10611.714097556454
1909,40345.92096920239
1910,44000.30807815667
1911,35297.93337320609
1912,799.5925518071454
1913,24696.39856562391
1914,34184.840297331364
1915,19647.48588795375
1916,29048.83962415319
1917,28442.507437173015
1918,43711.670146530756
1919,76236.89922327801
1920,52498.86539331026
1921,89864.2065615987
1922,54777.417176000425
1923,32625.034608042333
1924,46477.97769950077
1925,109319.13119895922
1926,41098.66309560335
1927,68651.8171152051
1928,56401.82191231055
1929,23620.769014360616
1930,33875.17507571349
1931,103722.01456988411
1932,97545.72489508279
1933,38005.283688004885
1934,68791.77567919347
1935,58286.70823615065
1936,18682.179777603364
1937,71181.54297185654
1938,11123.15483119592
1939,96538.78664976155
1940,41876.931905569625
1941,31817.318025075714
1942,32345.88002117988
1943,50388.324947367044
1944,88530.16396672232
1945,48651.08079031258
1946,108556.33988461358
1947,3848.449459801588
1948,95252.25847766001
1949,32828.60627556636
1950,19546.69503066354
1951,67711.16796237789
1952,50933.72475741542
1953,56389.047646642546
1954,33610.43081273112
1955,113742.78559976636
1957,14027.44764457371
1958,48540.406636227155
1959,45703.8123916983
1960,70532.35319928016
1961,54578.74239633966
1962,71894.64273738876
1963,74293.29980641347
1964,81140.37671221196
1965,17932.174569251365
1966,35751.14779451088
1967,161300.81260232427
1968,107651.85168836897
1969,42455.066494840255
1970,4269.135144715037
1972,11521.461568364102
1973,46962.75691409939
1974,34160.438741567865
1975,24852.415216491616
1976,81834.48277758807
1977,27387.413159546297
1978,17703.179263304017
1979,64692.177834088856
1980,96153.64147721176
1981,5056.546447803659
1982,40486.19472234306
1983,26111.43357187559
1984,4833.965063495925
1985,53018.843519828515
1986,31892.418452464975
1987,74944.84144739443
1988,19177.8381382465
1989,37562.765346656
1990,34039.94770544479
1991,23194.19554101079
1992,35306.76360432923
1993,121362.16534731598
1994,15293.699962253784
1995,26444.744873484568
1996,61983.68165263254
1997,26380.532845792244
1998,60087.20417882706
1999,12641.024508537332
2000,30174.69146717011
2001,50456.17504438912
2002,47720.18381039638
2003,65237.470416955504
2004,40200.743236258655
2005,17283.37667755797
2006,52604.40144859537
2007,9097.000794948079
2008,94436.2446204621
2010,53169.765209409205
2011,78842.75129633988
2012,78733.82426292027
2014,72796.16932058727
2015,47197.720413861156
2016,22533.393372033024
2017,52499.56215544441
2018,67612.0871519869
2019,104880.87746742836
2020,47436.78132868634
2021,6960.948665387681
2022,53007.242360002885
2023,33087.69660527434
2024,118589.51195021858
2025,30117.46837903993
2026,33278.15930517993
2027,136530.60201813505
2028,10122.058756023209
2030,148994.08433533853
2031,59266.88368500871
2032,149949.00266898223
2033,24574.329192569974
2035,24255.210984537145
2036,79156.11878328421
2037,21317.555943466927
2038,16963.410264553764
2039,99140.05281251928
2040,8845.944116562096
2041,88484.53796465285
2042,18203.07371531072
2043,90166.39298073441
2044,81484.2261519185
2045,56061.91001360523
2046,120580.29764484949
2047,166446.13458089335
2048,7821.400972461372
2049,39208.45236184745
2050,24861.286878427287
2051,942.6270493283082
2052,19513.887744248816
2053,100180.66568937662
2054,39463.87796007842
2055,67765.8292532021
2056,27223.919918971893
2057,34803.22581783126
2058,82961.52943836921
2059,60532.151003574196
2060,33038.48911390084
2061,4146.321251490692
2062,63156.32553289592
2063,2091.5983355258068
2064,68668.08112962657
2065,69849.73742130536
2066,50581.85962043604
2067,48627.47957982961
2068,33421.895970141195
2069,62193.40625647968
2070,40225.20903968174
2071,96169.6019731616
2072,43970.87336282359
2073,104856.6854348566
2074,9965.21948082051
2075,80000.029116272
2076,19679.620541343174
2077,1998.4281918637134
2078,49688.42522126206
2079,47129.04208333974
2080,100213.51438175785
2081,86845.79556971946
2082,65624.42802189311
2083,69555.23639372288
2084,33793.47779465624
2085,86170.09441993621
2086,110743.04133836273
2087,47911.3527348699
2088,67338.63554777976
2089,68237.96361030865
2090,5017.95139781211
2091,17879.815668752562
2092,45567.48738365577
2093,13166.664081828887
2094,21130.168631896086
2095,81935.60643011326
2096,3324.2469005055464
2097,3012.2174424339028
2098,47843.16312734762
2099,31049.041466738534
2100,87346.02219844755
2102,155768.13462266474
2103,53950.72366269582
2104,26867.64622877672
2105,30581.566542239132
2106,33383.71796101701
2107,15434.303224011368
2108,78664.27206322295
2109,7738.918946929189
2110,51409.69700124604
2111,12377.826816370376
2112,39791.497556020215
2113,48675.08375458323
2114,19246.174360822508
2115,3942.6936062882596
2116,100648.53700973623
2117,30463.435195977974
2119,2846.1527796287264
2120,30094.948559770564
2121,48637.916652408894
2122,60168.212190930615
2123,1491.335775725267
2124,39635.76748503314
2126,68099.26138291945
2127,13729.281374617713
2128,37901.58545227526
2129,72445.90776534713
2130,91311.0410406093
2131,34348.63763908908
2132,76362.27448032636
2133,92332.33792268773
2134,35824.949916972924
2135,41186.88320177744
2136,100752.23089352489
2137,19738.111164089845
2138,15712.37087370726
2139,71592.34131505911
2140,19035.884801354783
2141,71115.21859983134
2142,34479.87488437869
2143,19665.14403896773
2144,36654.73617766233
2145,35046.059242114454
2146,56675.48252096132
2147,6623.17670623523
2148,48390.2765647583
2150,62796.95901441056
2151,98688.65980365378
2152,42940.78166579266
2153,43423.22341978684
2154,52878.71288550756
2155,17422.109412327118
2156,38981.85014499858
2157,41699.132677139074
2158,51178.47676706119
2159,32969.75274980487
2160,10478.586587488346
2161,197689.13243105993
2162,67403.03483118647
2163,71322.70002985394
2164,117190.00119983929
2165,55904.67603260072
2166,21969.665498238173
2167,20500.49002640319
2168,10568.874374969397
2169,102326.34040401096
2170,68711.13053416405
2171,43645.876930749655
2172,95969.18035507793
2173,17784.381586218195
2174,49170.25445060752
2175,65787.45580104558
2176,68449.9905967084
2177,23212.46401049543
2178,56.753296311653685
2179,40668.15154730837
2180,87561.92070662076
2181,80623.9463983305
2182,11290.884036186108
2183,21665.246613702562
2184,106774.84618786699
2185,50629.613440864894
2186,19017.150717871147
2187,27750.170458598353
2188,65844.28727467486
2189,44468.11442074829
2190,101479.73206052941
2191,14870.347785723818
2192,23679.219448956166
2193,24840.075671310216
2194,34316.75988828021
2195,22302.806248913927
2196,26851.51673596783
2197,72835.53650339672
2198,107717.62057288227
2199,33869.46431576158
2200,30896.11604643718
2201,27019.27321894394
2202,73712.81212702682
2203,29033.382101280527
2204,118961.93266364801
2205,69347.10466419958
2206,30769.55264747757
2208,88977.77928506077
2209,9964.798961726105
2210,15097.587768855316
2211,39819.0288282916
2212,10178.986753736084
2213,10311.484628462655
2214,14892.68185324625
2215,45419.68621536228
2216,41110.71016503326
2217,63854.09940887903
2218,44288.53103517165
2219,37666.12059541873
2220,44439.53192829032
2221,29007.200219984952
2222,13927.961672833728
2223,6770.011445748052
2224,42595.853636966145
2225,40352.72543227504
2226,52179.32252455305
2227,72.99016956881678
2228,67455.0578426088
2229,32255.42672460404
2230,70992.60445913367
2231,11769.040891176002
2232,45187.92303091701
2233,81539.76304686625
2234,52351.97094486281
2235,5593.076543895164
2236,105109.5353905882
2237,88109.19481127971
2238,27900.3118901205
